-1.0000000000000000E+000 -1.6305521891623659E-017 +3.7615819226313200E-037 -3.1580638510758364E-021 +2.8880987851712711E-015 +1.3415130055684982E-017 +1.0430813588201737E-016 -7.0924134555946904E-036 +2.7579119871582875E-034 +8.8247755237402173E-037 +7.2919308922613840E-003 +3.5148221485067054E-033 -8.4683656485051113E+000 +2.0899429308906616E+000 +3.3157720914064746E-015 +3.3439804921736456E+000 +1.5366236454377076E-016 +3.7351471868025394E-003 -1.0464682593380687E-022 +8.7784500718373884E-023 +0.0000000000000000E+000 +0.0000000000000000E+000 +0.0000000000000000E+000 +0.0000000000000000E+000 -1.0171239203260896E-001 +4.7641228824268245E+000
-9.9879545620517252E-001 +1.0194302572007976E-002 -1.1787323728880644E-023 +8.7831643364772881E-006 +4.0175583523749314E-003 +2.3845087411126880E-005 +2.4493769953313317E-003 -2.5355202919083875E-008 -3.2500524517463864E-008 -7.7202494662245058E-011 +7.2884654988940199E-003 -6.4850960024157370E-021 -8.4580053794962531E+000 +1.9791092461558277E+000 +5.9571839081847905E-002 +3.3286674963648908E+000 -1.0906047904864959E-009 +3.7310283369153176E-003 +1.7759275954247975E-006 -4.0135264516289517E-008 +0.0000000000000000E+000 +0.0000000000000000E+000 +0.0000000000000000E+000 +0.0000000000000000E+000 +1.0917790673144445E+000 +4.7641228824268245E+000
-9.9518472667219682E-001 +4.0670364943982226E-002 +2.3429890850564509E-022 +3.5047388460014622E-005 +1.5979608983753179E-002 +3.4966710721427490E-004 +9.0436840152434573E-003 -1.6987149472741615E-006 -5.0055187811924991E-007 -4.7916321254978591E-009 +7.2614255253096926E-003 +2.2022856628611809E-020 -8.4202352299576013E+000 +1.6882682004945544E+000 +2.3829868243598917E-001 +3.3099613833734884E+000 -1.2193553311978421E-007 +3.7230545793423718E-003 +6.6471229051972026E-006 -5.3417639059287501E-007 +0.0000000000000000E+000 +0.0000000000000000E+000 +0.0000000000000000E+000 +0.0000000000000000E+000 +1.1222832868401644E+000 +4.8237179153811507E+000
-9.8917650996478079E-001 +9.0932389701048361E-002 -1.4624553229937529E-021 +7.8290121563081728E-005 +3.5613765947016422E-002 +1.5371325785889162E-003 +1.7930892457398220E-002 -2.0096930770386663E-005 -2.3090328285854017E-006 -4.6179223609375230E-008 +7.0778177851711236E-003 -4.5104504441291493E-020 -8.2917621783416102E+000 +1.3125224750728195E+000 +5.3420501377981311E-001 +3.2781978281080728E+000 -2.3721882843507862E-006 +3.7245490017255301E-003 +1.2307236374213950E-005 -1.9988818035916752E-006 +0.0000000000000000E+000 +0.0000000000000000E+000 +0.0000000000000000E+000 +0.0000000000000000E+000 +1.1343515323824691E+000 +4.7849309840865031E+000
-9.8078528040323043E-001 +1.5890817836123675E-001 +8.5199603092961851E-022 +1.3480673771642946E-004 +6.1276510614737018E-002 +4.0224688945168074E-003 +2.7001134214167270E-002 -1.0835313258913510E-004 -6.1397148528159832E-006 -2.0524908205382094E-007 +6.3191529685291377E-003 -4.7476196693603534E-019 -7.8497145194511440E+000 +1.0441584516216733E+000 +9.2424829624251792E-001 +3.0655318486028866E+000 -1.6157697834367729E-005 +3.7505443789227081E-003 +1.5552927756310127E-005 -4.2180803257568417E-006 +0.0000000000000000E+000 +0.0000000000000000E+000 +0.0000000000000000E+000 +0.0000000000000000E+000 +1.0574760740530065E+000 +4.3626350144445505E+000
-9.7003125319454409E-001 +2.3805684497068211E-001 -4.5891980384441975E-021 +1.9522679412288800E-004 +8.6892331743220308E-002 +7.8353401954297502E-003 +3.4809050218619984E-002 -3.3743695460738824E-004 -1.1738728558074135E-005 -5.4089195295134506E-007 +4.8456282601361429E-003 -3.2081372877256625E-019 -6.7958939757925378E+000 +1.0971311487114792E+000 +1.3199978368784824E+000 +2.5979214120066887E+000 -6.1347725279608595E-005 +3.8141510252577473E-003 +1.5492520707247983E-005 -6.2607261232017133E-006 +0.0000000000000000E+000 +0.0000000000000000E+000 +0.0000000000000000E+000 +0.0000000000000000E+000 +8.4528277465006696E-001 +3.5549156096462697E+000
-9.5694033573220905E-001 +3.1681238348945379E-001 -2.4994916569514837E-020 +2.4743180022245899E-004 +1.0390931503605008E-001 +1.2649829569559163E-002 +4.0940995067682132E-002 -6.8124073699177441E-004 -1.6697301914450667E-005 -8.2902092264429000E-007 +3.3589069877778886E-003 -9.1056041829837286E-021 -5.2406137609891879E+000 +1.2873467538466969E+000 +1.5891526739161617E+000 +2.2944763353469524E+000 -1.5971663094494677E-004 +3.9043234332233612E-003 +1.5803828510794887E-005 -7.3722923281701552E-006 +0.0000000000000000E+000 +0.0000000000000000E+000 +0.0000000000000000E+000 +0.0000000000000000E+000 +5.6176163003286483E-001 +2.8461379507679787E+000
-9.4154406518302070E-001 +3.8519142772388038E-001 -1.8667812064096729E-020 +2.9804054995987962E-004 +1.0969020408712125E-001 +1.7940601487139832E-002 +4.5468022263270277E-002 -1.0099179175092545E-003 -1.4388967443232904E-005 -7.9028220714273947E-007 +3.3758913884171199E-003 +8.9234920993240541E-019 -3.7288264393775026E+000 +1.4197058611236335E+000 +1.6766123189699642E+000 +2.1993037759634548E+000 -3.2251163887097179E-004 +4.0043722022783919E-003 +1.9469603709894439E-005 -7.0588909425609889E-006 +0.0000000000000000E+000 +0.0000000000000000E+000 +0.0000000000000000E+000 +0.0000000000000000E+000 +2.9828216321060436E-001 +2.4824412266114027E+000
-9.2387953251128663E-001 +4.4027342427896049E-001 +4.1345795737850535E-020 +3.5238518325429128E-004 +1.0805457638941776E-001 +2.3103774718632834E-002 +4.8552351316072107E-002 -1.2423486147411713E-003 -2.3801179688107328E-006 -9.5243613631315145E-007 +2.3674823797579896E-003 +2.0942889620862576E-019 -2.6017366850324217E+000 +1.4685413119919075E+000 +1.6308363072630512E+000 +2.0609974720425006E+000 -5.3347582094511099E-004 +4.0837677218921297E-003 +2.6628893860127385E-005 -5.8650520191346296E-006 +0.0000000000000000E+000 +0.0000000000000000E+000 +0.0000000000000000E+000 +0.0000000000000000E+000 +9.3459103508796715E-002 +2.3809224781049432E+000
-9.0398929312344323E-001 +4.8388630484700601E-001 -1.3843694731687471E-020 +3.7282853609143368E-004 +1.0331175990765665E-001 +2.7627265301202603E-002 +5.0373901349780280E-002 -1.3806375597387179E-003 +9.8898204651925710E-006 -1.5813846321544964E-006 -2.9370416003307673E-004 -1.2737257944336541E-019 -1.8507444709281295E+000 +1.4513246214412399E+000 +1.5222900616355244E+000 +1.8663616517078094E+000 -7.6426212447017682E-004 +4.1277278738097532E-003 +3.4428362469417684E-005 -4.3491529218484547E-006 +0.0000000000000000E+000 +0.0000000000000000E+000 +0.0000000000000000E+000 +0.0000000000000000E+000 -5.4036376935361681E-002 +2.4112268708281035E+000
-8.8192126434835483E-001 +5.1885163595782324E-001 +2.2975768694272897E-020 +3.4095100621841015E-004 +9.7815109601057937E-002 +3.1259330833659046E-002 +5.1130788612556557E-002 -1.4522133030929678E-003 +1.1170356277874732E-005 -2.1660949610012999E-006 -2.4400257218210025E-003 +2.5135702709771363E-019 -1.3606310233334300E+000 +1.4000359463986221E+000 +1.3966786055894911E+000 +1.6667969733540329E+000 -9.7783847434259816E-004 +4.1228068987301881E-003 +4.1325782629233381E-005 -3.4415299565720757E-006 +0.0000000000000000E+000 +0.0000000000000000E+000 +0.0000000000000000E+000 +0.0000000000000000E+000 -1.5616033375552019E-001 +2.4950588898857720E+000
-8.5772861000027212E-001 +5.4755709489320648E-001 +4.7645603283054394E-022 +2.6627082234916878E-004 +9.2484920219992051E-002 +3.3971944839380361E-002 +5.1205314011443473E-002 -1.4793435777050853E-003 +4.1233642735979677E-006 -2.4837265235237453E-006 -3.3476898848705211E-003 -1.1519648082658485E-019 -1.0394036782083331E+000 +1.3300515354671776E+000 +1.2757263268751298E+000 +1.4866594435824798E+000 -1.1566230407988223E-003 +4.0752068865863196E-003 +4.6033297739865651E-005 -3.1747546092540756E-006 +0.0000000000000000E+000 +0.0000000000000000E+000 +0.0000000000000000E+000 +0.0000000000000000E+000 -2.2466642343072232E-001 +2.5874656638112730E+000
-8.3146961230254535E-001 +5.7182125275149687E-001 +2.1546400595781265E-020 +1.9913351631699946E-004 +8.7544764676060788E-002 +3.5850634545422110E-002 +5.0877274680688103E-002 -1.4764434095365883E-003 -5.2095736414976357E-008 -2.1984498718106323E-006 -1.3214039791016160E-003 +1.4399560103323106E-020 -8.2524956691425067E-001 +1.2507181020809270E+000 +1.1667721412930885E+000 +1.3320237595756439E+000 -1.2876963232042967E-003 +3.9902193885523836E-003 +4.8685881191338565E-005 -3.6148974946074492E-006 +0.0000000000000000E+000 +0.0000000000000000E+000 +0.0000000000000000E+000 +0.0000000000000000E+000 -2.7321098260931848E-001 +2.6711912062004890E+000
-8.0320753148064483E-001 +5.9289296103665112E-001 -4.5422141796511856E-020 +2.0559235707806969E-004 +8.3024264124693103E-002 +3.7031791379522339E-002 +5.0245958694868829E-002 -1.4544657095940971E-003 -2.2246161953321295E-006 -1.6964285834671486E-006 +1.5403572200027311E-003 -4.0318768289304696E-019 -6.7554615110457394E-001 +1.1685038816795463E+000 +1.0710562078842718E+000 +1.2010261936880211E+000 -1.3755951242725765E-003 +3.8797163033775918E-003 +4.8885879233206021E-005 -4.3154992820338857E-006 +0.0000000000000000E+000 +0.0000000000000000E+000 +0.0000000000000000E+000 +0.0000000000000000E+000 -3.1121000673363836E-001 +2.7507660402456660E+000
-7.7301045336273710E-001 +6.1151423627191470E-001 -9.4232415382040913E-021 +2.7111155762308181E-004 +7.8964604256542406E-002 +3.7664880739965392E-002 +4.9381772961530422E-002 -1.4187696445694510E-003 -3.8590553627966952E-006 -1.7056639711110137E-006 +2.4423801433183039E-003 -1.7194768829262297E-019 -5.6466830601117379E-001 +1.0906893066074681E+000 +9.8799012009356657E-001 +1.0846496327203912E+000 -1.4223002904290381E-003 +3.7538213798669921E-003 +4.8051987213343426E-005 -5.1748372500958454E-006 +0.0000000000000000E+000 +0.0000000000000000E+000 +0.0000000000000000E+000 +0.0000000000000000E+000 -3.4288558540997788E-001 +2.8179794995755838E+000
-7.4095112535495899E-001 +6.2827357390801375E-001 -8.3538624422955371E-020 +3.4230811572682910E-004 +7.5265912719638409E-002 +3.7890406134374346E-002 +4.8455734654383083E-002 -1.3719391823339014E-003 -8.5946555826477448E-006 -2.1628564672917108E-006 +1.8501855136562506E-003 -1.4992483166401116E-019 -4.8621183283450498E-001 +1.0155919209916782E+000 +9.1446310886360938E-001 +9.8886018342586501E-001 -1.4404058584545081E-003 +3.6199384367832650E-003 +4.6487413668596018E-005 -5.8489020085306514E-006 +0.0000000000000000E+000 +0.0000000000000000E+000 +0.0000000000000000E+000 +0.0000000000000000E+000 -3.6735083592181433E-001 +2.8668343738687749E+000
-7.0710678118654746E-001 +6.4369034739535291E-001 -1.9164120431628545E-020 +3.8690281489529551E-004 +7.1870146913285721E-002 +3.7809317819912355E-002 +4.7509227581559552E-002 -1.3165993667304996E-003 -1.4186013027712850E-005 -2.7211836091173365E-006 +7.8920522463283324E-004 -1.4463087574367178E-019 -4.2778024948641735E-001 +9.4672074713405108E-001 +8.4862599817961426E-001 +9.0741235196122483E-001 -1.4332229521963639E-003 +3.4815938777519539E-003 +4.4563542703765025E-005 -6.3285687402224245E-006 +0.0000000000000000E+000 +0.0000000000000000E+000 +0.0000000000000000E+000 +0.0000000000000000E+000 -3.8798196612113378E-001 +2.9043516903433955E+000
-6.7155895484701844E-001 +6.5807129286175958E-001 -2.1175823681357508E-020 +3.9899332636380083E-004 +6.8761622092793184E-002 +3.7474941493717863E-002 +4.6450980466494693E-002 -1.2547625670041856E-003 -1.7589383807215160E-005 -3.2338960992576001E-006 -1.8281209620923507E-005 +3.2441361879839703E-019 -3.8392199058529425E-001 +8.8328826798410931E-001 +7.9047640731611390E-001 +8.3592272087994701E-001 -1.4080182599131739E-003 +3.3394355191143209E-003 +4.2196381207422170E-005 -6.5657465896825807E-006 +0.0000000000000000E+000 +0.0000000000000000E+000 +0.0000000000000000E+000 +0.0000000000000000E+000 -4.0922260635624974E-001 +2.9410786753622316E+000
-6.3439328416364527E-001 +6.7167857890878513E-001 +2.0540548970916783E-020 +3.9757278174242888E-004 +6.5861066110586758E-002 +3.6937252748323234E-002 +4.5204207227784350E-002 -1.1874779656351070E-003 -1.5831699719296344E-005 -3.3729344273815862E-006 +2.2425341378717566E-004 +5.8810556319050140E-019 -3.4970666456917937E-001 +8.2385516338161058E-001 +7.3804215821281716E-001 +7.7262137661353925E-001 -1.3667716305568549E-003 +3.1985617809517854E-003 +3.9601206171955704E-005 -6.5938788961710263E-006 +0.0000000000000000E+000 +0.0000000000000000E+000 +0.0000000000000000E+000 +0.0000000000000000E+000 -4.3299071041369630E-001 +2.9838914690345852E+000
