-1.0000000000000000E+000 +9.9221410105766343E-041 +6.0054715507027624E-035 -3.7023969015280156E-003 +6.9584697334016975E-006 -6.8496750899533724E-006 +3.5302502554487294E-003
-9.9879545620517252E-001 -2.1317678320535727E-025 +2.1445500537554885E-007 -3.5736891305078004E-003 -3.3636743169689973E-006 +6.8128322629886656E-005 +3.4951043336454908E-003
-9.9518472667219682E-001 +1.5963441199794164E-023 +1.4303614238773270E-005 -3.3264016223782389E-003 +2.1790705071772447E-005 +1.9100326028896128E-004 +3.1020485524862352E-003
-9.8917650996478079E-001 -2.0194215991899967E-022 +1.6663929731077217E-004 -3.1168609117509481E-003 +1.9191227756255844E-004 +2.7569833798448578E-004 +2.4816392321593802E-003
-9.8078528040323043E-001 +1.6965296447560667E-022 +8.5054245511329615E-004 -2.8294585127719481E-003 +8.0391160291771861E-004 +2.3608596264033669E-004 +9.3491974424598752E-004
-9.7003125319454409E-001 -8.5823550000051408E-022 +2.2931883879874623E-003 -2.4455061517110448E-003 +1.1426437002609959E-003 +1.4455920474966972E-004 -1.1326681303607839E-003
-9.5694033573220905E-001 -2.5215300447101526E-021 +3.5701223654296811E-003 -2.3529989827280849E-003 +2.8958357052066798E-004 +2.5897463985315297E-005 -1.5278590261222653E-003
-9.4154406518302070E-001 -4.5251425046071715E-022 +3.7658113003164726E-003 -2.3456688247438804E-003 -6.2136385968535848E-004 -5.1229459373492526E-005 -7.5117955008152703E-004
-9.2387953251128663E-001 -3.8106337104118841E-022 +3.2322662214470882E-003 -2.1453252775998988E-003 -7.8096806118009999E-004 -7.9685713471715363E-005 -2.2704441118252166E-004
-9.0398929312344323E-001 +2.4971309913715435E-022 +2.5552068655828922E-003 -1.8390798075593380E-003 -5.9876593461956069E-004 -6.2482718478430372E-005 -5.3890636194093081E-005
-8.8192126434835483E-001 -4.1722084225329647E-022 +1.9759211873583865E-003 -1.5427319442742407E-003 -3.9191028301895509E-004 -2.4228893036184213E-005 -8.3546704307546626E-006
-8.5772861000027212E-001 -7.6656048097459102E-024 +1.5376268412543789E-003 -1.2906807348116080E-003 -2.4596155328375258E-004 +3.5546957027186193E-006 -1.8881662891129247E-006
-8.3146961230254535E-001 -3.0482896622885614E-022 +1.2184313792530594E-003 -1.0849573423608765E-003 -1.5080449282997856E-004 +2.4283047053192093E-005 -1.3793346259694320E-006
-8.0320753148064483E-001 +5.6205008109021336E-022 +9.8256132513589224E-004 -9.1771575364612255E-004 -9.3029825605334105E-005 +2.6250032457285047E-005 +2.2130827377060507E-006
-7.7301045336273710E-001 +1.0130482014730726E-022 +8.0113841769892120E-004 -7.8026892872002556E-004 -4.2243197647551546E-005 +2.7417585223357549E-005 +3.6035837783070799E-006
-7.4095112535495899E-001 +7.8449230978899243E-022 +6.6705706606574259E-004 -6.6759211632014162E-004 -1.5041191468250294E-005 +1.5861941602672375E-005 +3.9920337999435011E-006
-7.0710678118654746E-001 +1.5905180473482793E-022 +5.6321735314595386E-004 -5.7391304445486861E-004 +4.5660234012730517E-006 +1.1774958466487275E-005 +2.8216603854342359E-006
-6.7155895484701844E-001 +1.6037399199360488E-022 +4.8173088331662767E-004 -4.9608666906843127E-004 +1.4473718562861265E-005 +2.4014642997214823E-006 +1.1572066714875436E-006
-6.3439328416364527E-001 -1.4580787826364131E-022 +4.1526971500370757E-004 -4.3162558098435165E-004 +2.1034993738757893E-005 -1.2200271002839007E-006 +2.0903681787762056E-006
-5.9569930449243325E-001 +3.4692007870915373E-024 +3.5994688601974058E-004 -3.7547795660709034E-004 +2.3842957458689220E-005 -6.7630223544430218E-006 +2.8208544473374317E-006
-5.5557023301960184E-001 -1.8953068062965906E-022 +3.1088242037053131E-004 -3.2671633429567833E-004 +2.5795434189391404E-005 -6.3213991533355868E-006 +2.1098376445772117E-006
-5.1410274419322155E-001 +1.7993544381362147E-022 +2.6573112131903859E-004 -2.8422935902764208E-004 +3.0225609762609894E-005 -1.1214158684923557E-005 +1.0969362332867699E-006
-4.7139673682599764E-001 -4.7883700486994352E-023 +2.2523465635386106E-004 -2.4755699515525335E-004 +3.4930025263814531E-005 -1.1126025549454881E-005 +1.3147436426409905E-006
-4.2755509343028186E-001 +5.7679168759338458E-023 +1.8837428066957010E-004 -2.1521139126544293E-004 +3.8261632971969203E-005 -1.2378267438760554E-005 +1.6540616712470155E-006
-3.8268343236508973E-001 -1.0868884174068201E-022 +1.5393253579801266E-004 -1.8693906749752884E-004 +4.4091713575575963E-005 -1.1003021212245925E-005 +1.5837969409691237E-006
-3.3688985339222000E-001 -9.6736479264474288E-024 +1.2286790156974497E-004 -1.6230427307853705E-004 +5.0189250544006437E-005 -1.3843358608150547E-005 +2.3133101923592284E-006
-2.9028467725446222E-001 -7.2568538717758385E-023 +9.3854720191562839E-005 -1.4125734189641552E-004 +5.9504640138568934E-005 -1.3534754045572684E-005 +2.5741539159073964E-006
-2.4298017990326393E-001 +1.7026043976226233E-023 +6.8464414390927795E-005 -1.2335676640795972E-004 +6.4843024189760657E-005 -1.4286239770577950E-005 +2.9853297992318687E-006
-1.9509032201612822E-001 -2.7585035497996996E-022 +4.5932337848476612E-005 -1.0905122786356672E-004 +6.9300726638017759E-005 -1.0210232091976338E-005 +4.0775050881300612E-006
-1.4673047445536164E-001 +3.2662770440606230E-022 +2.7028829231028755E-005 -9.7574185344051221E-005 +7.3713400019508407E-005 -9.0565877084172507E-006 +4.5810890984802915E-006
-9.8017140329560659E-002 +1.0838146129351206E-022 +1.2481902935678202E-005 -8.9227719197527939E-005 +7.8700290972086800E-005 -6.8080336732574738E-006 +5.2402726967565441E-006
-4.9067674327418008E-002 +5.7188785840273567E-024 +3.2229368828788524E-006 -8.3952575865873608E-005 +8.0782564778627322E-005 -6.8229225805527776E-006 +5.6334797245182665E-006
