+6.1232339957367660E-017 +7.3480659137954653E-024 -4.5403829043664836E-008 -8.2189325885971307E-005 +8.2222211026118482E-005 -5.1622170091414160E-006 +6.1731908185058362E-006
+4.9067674327418133E-002 +5.8207786950601461E-024 +3.0984238445132117E-006 -8.3330799273003092E-005 +8.1082513476784930E-005 -7.1052319872948846E-006 +5.5817437416459605E-006
+9.8017140329560770E-002 -4.0654798709919191E-023 +1.2343225864390190E-005 -8.7893505950593413E-005 +7.8670817226509436E-005 -6.8856313203329719E-006 +5.0688294616194925E-006
+1.4673047445536175E-001 +1.8482358415063400E-022 +2.7211055674649391E-005 -9.5985418552348471E-005 +7.2719033503965979E-005 -9.8798387504756556E-006 +4.6778903573798064E-006
+1.9509032201612833E-001 -3.7513341380463816E-025 +4.6700811504562946E-005 -1.0766328156822435E-004 +6.7652064999286236E-005 -9.8984452144391958E-006 +4.3833747901480830E-006
+2.4298017990326404E-001 +2.8508763537786152E-022 +6.9560212693733480E-005 -1.2256157002443611E-004 +6.1219466490011534E-005 -1.2936494454005554E-005 +3.5394771736036573E-006
+2.9028467725446233E-001 +5.4200341812222791E-022 +9.5802304359196458E-005 -1.4034130358928743E-004 +5.5884263296911830E-005 -1.2297905960798324E-005 +2.7748621204845775E-006
+3.3688985339222011E-001 +4.8170696386822622E-023 +1.2518731618463749E-004 -1.6164751991087285E-004 +5.0415975948465283E-005 -1.5452230686998865E-005 +1.5921016096748241E-006
+3.8268343236508984E-001 +1.5112086935206779E-022 +1.5744115738127202E-004 -1.8668531269403247E-004 +4.4424441390195193E-005 -1.3861360655404367E-005 +1.2306693360421717E-006
+4.2755509343028220E-001 +1.3350212239137564E-023 +1.9388746326560576E-004 -2.1561229635776736E-004 +3.5725888241152472E-005 -1.4869344860261829E-005 +1.6928517975328412E-006
+4.7139673682599775E-001 -2.3214064013471345E-022 +2.3171500502500535E-004 -2.4829747063354632E-004 +3.0829737249621140E-005 -1.1836057530721476E-005 +1.1364541857500961E-006
+5.1410274419322166E-001 +5.9943599854135202E-023 +2.7372691272865537E-004 -2.8573467103493736E-004 +2.6777095996414097E-005 -1.4235070988674644E-005 +2.0258058759565784E-006
+5.5557023301960218E-001 -7.4436431184027266E-023 +3.1977104679831159E-004 -3.2916680925295023E-004 +2.3471441253004878E-005 -1.0781132033215755E-005 +1.6145530170788417E-006
+5.9569930449243336E-001 +4.2548179965100955E-023 +3.7158603125543712E-004 -3.7955832605821114E-004 +1.7849392300345208E-005 -7.7775930886368453E-006 +2.5447262215483324E-006
+6.3439328416364549E-001 -1.1949514946964969E-022 +4.2884399486819194E-004 -4.3699526247233247E-004 +1.0650659501654525E-005 +1.4465620126702323E-006 +1.7197619925989711E-006
+6.7155895484701844E-001 +9.9060587898245607E-023 +4.9520331486135958E-004 -5.0286039835050172E-004 +7.2046962297850932E-006 +3.7978738553764784E-006 +7.6388169702569855E-007
+7.0710678118654768E-001 -1.2740433100920831E-022 +5.7822560429258464E-004 -5.8147902833777427E-004 -4.8082257045145802E-007 +9.8792648618877980E-006 +2.0290166821409833E-006
+7.4095112535495933E-001 -2.2443891412627478E-022 +6.8267554380712508E-004 -6.7574787161599442E-004 -1.7926455099576342E-005 +1.3742809856118820E-005 +2.1487246764791915E-006
+7.7301045336273710E-001 -1.6923390240920776E-022 +8.1648239423761412E-004 -7.9155398018489393E-004 -4.6034223143069215E-005 +2.5286401192215894E-005 +2.5153365441806788E-006
+8.0320753148064505E-001 -2.8161971097817885E-022 +9.9935339921157452E-004 -9.3384670379761535E-004 -9.2059432629524647E-005 +2.7708862383856274E-005 +3.4894813013552906E-006
+8.3146961230254535E-001 -4.8328965846006926E-022 +1.2440914910276683E-003 -1.1085681277541264E-003 -1.5793683264668892E-004 +2.7294837749960538E-005 +3.2413131535419075E-006
+8.5772861000027212E-001 -6.9280782795863823E-022 +1.5689462437443258E-003 -1.3219057907151457E-003 -2.4374093279522241E-004 +2.9685005766483758E-006 -1.0513997425497853E-006
+8.8192126434835483E-001 -2.2448336021795301E-022 +2.0072427938561208E-003 -1.5790458465253306E-003 -3.8025860829847839E-004 -2.5965870120570538E-005 -1.0224519647679571E-005
+9.0398929312344323E-001 -7.3872411496098462E-022 +2.5905613301542966E-003 -1.8813690063062272E-003 -5.9577595511050533E-004 -7.1253785355840436E-005 -4.9528541894626466E-005
+9.2387953251128663E-001 +1.1230231370254387E-022 +3.2838344550206820E-003 -2.1974583261213099E-003 -7.7697512523759022E-004 -8.9873128692527485E-005 -2.1635593205629206E-004
+9.4154406518302070E-001 +1.4909518811299767E-022 +3.8523451628998087E-003 -2.4145154969917306E-003 -6.3661706522528927E-004 -6.0350642531882954E-005 -7.4353377891683142E-004
+9.5694033573220905E-001 +1.1674483808613634E-021 +3.6924775250338914E-003 -2.4323412353471309E-003 +2.8329987949577811E-004 +2.3660836124504262E-005 -1.5661973461207060E-003
+9.7003125319454409E-001 +6.5701949732588461E-022 +2.4015976981796756E-003 -2.5248756964088293E-003 +1.2015498079841576E-003 +1.5220269459230134E-004 -1.2259221867575295E-003
+9.8078528040323043E-001 +6.0522442171655651E-022 +8.9850033572328879E-004 -2.9263882094939086E-003 +8.7091245228854640E-004 +2.5197194828693897E-004 +9.0574998298413980E-004
+9.8917650996478079E-001 +2.6556420501282582E-023 +1.7639278039937946E-004 -3.2366571359793775E-003 +2.0977713742754701E-004 +2.9568339989226761E-004 +2.5543665503127938E-003
+9.9518472667219682E-001 -3.3813243758004825E-023 +1.5104688601893308E-005 -3.4634205294497150E-003 +2.4999745166058529E-005 +2.0563082677275092E-004 +3.2216616016184185E-003
+9.9879545620517252E-001 -5.0857896179731588E-025 +2.2580024895373210E-007 -3.7300677966138236E-003 -4.6695980947438391E-006 +7.3318166107483486E-005 +3.6460154146204507E-003
+1.0000000000000000E+000 +6.4827251409330500E-040 +3.7404956934794038E-035 -3.8688768668568053E-003 +9.5972763219131502E-006 -7.1378605075027368E-006 +3.6885112889560598E-003
